player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary
Grant Williams,BOS,23,198.12,107.047712,Tennessee,USA,2,77,7.8,3.6,1,4.5,0.035,0.107,0.123,0.635,0.058,2021-22,2.6178
Donovan Mitchell,UTA,25,185.42,97.52228,Louisville,USA,1,67,25.9,4.2,5.3,5.9,0.024,0.096,0.322,0.572,0.267,2021-22,28.103500000000004
Dorian Finney-Smith,DAL,29,200.66,99.79024,Florida,USA,5,80,11,4.7,1.9,4.4,0.047,0.095,0.138,0.604,0.08,2021-22,4
Elijah Hughes,POR,24,195.58,97.52228,Syracuse,USA,3,36,3.5,1.6,0.6,-23.7,0.013,0.118,0.158,0.426,0.079,2021-22,1.517981
Elfrid Payton,PHX,28,190.5,88.45044,Louisana-Lafayette,USA,1,50,3,1.8,2,-2,0.035,0.115,0.175,0.397,0.252,2021-22,2.239544
Ed Davis,CLE,33,205.74,98.883056,North Carolina,USA,1,31,0.9,2.1,0.2,4.6,0.072,0.23,0.062,0.632,0.053,2021-22,2.6416910000000002
Donte DiVincenzo,SAC,25,193.04,92.079176,Villanova,USA,2,42,9,4,2.8,-3.7,0.039,0.125,0.187,0.51,0.167,2021-22,4.6758299999999995
Dylan Windler,CLE,25,198.12,88.904032,Belmont,USA,2,50,2.2,1.8,0.7,0,0.047,0.146,0.115,0.519,0.111,2021-22,2.2392
Dwight Howard,LAL,36,208.28,120.20188,,USA,1,60,6.2,5.9,0.6,-5.7,0.12,0.246,0.145,0.657,0.049,2021-22,2.6416910000000002
Duncan Robinson,MIA,28,200.66,97.52228,Michigan,USA,5,79,10.9,2.6,1.6,2.6,0.012,0.089,0.174,0.573,0.095,2021-22,15.65
Duane Washington Jr.,IND,22,190.5,89.357624,Ohio State,Germany,5,48,9.9,1.7,1.8,-5.9,0.004,0.082,0.214,0.521,0.128,2021-22,1.346676
Drew Eubanks,POR,25,205.74,111.13004,Oregon State,USA,5,71,7.7,5.4,1.2,-12.8,0.097,0.197,0.171,0.638,0.107,2021-22,2.23982
Draymond Green,GSW,32,198.12,104.32616,Michigan State,USA,3,46,7.5,7.3,7,7.2,0.034,0.204,0.14,0.582,0.325,2021-22,24.026712
Doug McDermott,SAS,30,200.66,102.0582,Creighton,USA,1,51,11.3,2.3,1.3,-1.8,0.014,0.076,0.178,0.593,0.068,2021-22,13.75
Dwight Powell,DAL,30,208.28,108.86208,Stanford,Canada,4,82,8.7,4.9,1.2,2.5,0.099,0.134,0.136,0.725,0.081,2021-22,11.080124999999999
Derrick Favors,OKC,30,205.74,120.20188,Georgia Tech,USA,1,39,5.3,4.7,0.6,-11,0.079,0.178,0.131,0.534,0.061,2021-22,9.7209
Grayson Allen,MIL,26,193.04,89.811216,Duke,USA,2,66,11.1,3.4,1.5,5,0.017,0.097,0.148,0.609,0.075,2021-22,4.054695000000001
Greg Monroe,MIN,32,208.28,113.398,Georgetown,USA,1,14,5.4,4.6,1.6,0.9,0.141,0.176,0.164,0.566,0.162,2021-22,0.612805
Jalen Green,HOU,20,193.04,84.368112,,USA,1,67,17.3,3.4,2.6,-11.3,0.015,0.088,0.234,0.547,0.132,2021-22,8.99208
Jalen Johnson,ATL,20,203.2,99.336648,Duke,USA,2,22,2.4,1.2,0.1,-10,0.016,0.175,0.183,0.59,0.045,2021-22,2.6596800000000003
Jalen McDaniels,CHA,24,205.74,92.98636,San Diego State,USA,4,55,6.2,3.1,1.1,2.6,0.039,0.138,0.152,0.595,0.089,2021-22,1.782621
Jalen Smith,IND,22,208.28,97.52228,Maryland,USA,1,51,9.2,6,0.5,2.7,0.101,0.216,0.193,0.595,0.038,2021-22,4.458
Jalen Suggs,ORL,21,195.58,92.98636,Gonzaga,USA,1,48,11.8,3.6,4.4,-7.1,0.019,0.102,0.244,0.455,0.249,2021-22,6.5929199999999994
James Bouknight,CHA,21,193.04,86.18248,Connecticut,USA,1,31,4.6,1.7,0.8,-6.2,0.064,0.09,0.226,0.459,0.132,2021-22,4.1544
James Harden,PHI,32,195.58,99.79024,Arizona State,USA,1,65,22,7.7,10.3,3.5,0.024,0.176,0.266,0.583,0.401,2021-22,44.31084
James Johnson,BKN,35,200.66,108.86208,Wake Forest,USA,2,62,5.5,3.5,2.1,-1.6,0.041,0.127,0.136,0.513,0.153,2021-22,2.6416910000000002
Jared Butler,UTA,21,190.5,87.543256,Baylor,USA,3,42,3.8,1.1,1.5,-0.1,0.014,0.102,0.221,0.509,0.258,2021-22,0.925258
Jaren Jackson Jr.,MEM,22,210.82,109.769264,Michigan State,USA,1,78,16.3,5.8,1.1,7.9,0.05,0.145,0.248,0.535,0.058,2021-22,9.18056
Jarred Vanderbilt,MIN,23,205.74,97.068688,Kentucky,USA,3,74,6.9,8.4,1.3,5,0.107,0.212,0.108,0.612,0.066,2021-22,4.05
Jarrett Allen,CLE,24,208.28,110.222856,Texas-Austin,USA,2,56,16.1,10.8,1.6,3.3,0.109,0.213,0.177,0.698,0.079,2021-22,20
Jarrett Culver,MEM,23,198.12,88.45044,Texas Tech,USA,1,37,3.5,1.3,0.9,-2.3,0.033,0.101,0.199,0.433,0.135,2021-22,6.39516
Jeff Green,DEN,35,203.2,106.59412,Georgetown,USA,1,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071,2021-22,4.5
Jayson Tatum,BOS,24,203.2,95.25432,Duke,USA,1,76,26.9,8,4.4,12.1,0.032,0.18,0.313,0.578,0.204,2021-22,28.103500000000004
Jaylen Nowell,MIN,22,193.04,91.171992,Washington,USA,4,62,8.5,2,2.1,2.8,0.022,0.1,0.205,0.581,0.197,2021-22,1.782621
Jalen Brunson,DAL,25,185.42,86.18248,Villanova,USA,3,79,16.3,3.9,4.8,4.4,0.017,0.105,0.215,0.583,0.237,2021-22,1.802057
Jaxson Hayes,NOP,22,210.82,99.79024,Texas-Austin,USA,1,70,9.3,4.5,0.6,0.5,0.08,0.146,0.159,0.68,0.047,2021-22,5.34828
Javonte Green,CHI,28,195.58,92.98636,Radford,USA,5,65,7.2,4.2,0.9,1.6,0.062,0.12,0.113,0.637,0.051,2021-22,1.669178
Jaylen Brown,BOS,25,198.12,101.151016,California,USA,1,66,23.6,6.1,3.5,9.8,0.024,0.145,0.298,0.574,0.173,2021-22,26.758927999999997
Jakob Poeltl,SAS,26,215.9,111.13004,Utah,Austria,1,68,13.5,9.3,2.8,3.4,0.125,0.184,0.182,0.613,0.131,2021-22,8.75
Jake Layman,MIN,28,203.2,94.800728,Maryland,USA,4,34,2.4,1.1,0.3,-3.4,0.025,0.123,0.16,0.5,0.055,2021-22,3.940184
Isaiah Livers,DET,23,198.12,105.233344,Michigan,USA,3,19,6.4,3,1.1,-0.8,0.037,0.109,0.125,0.629,0.077,2021-22,1.0572599999999999
Isaiah Joe,PHI,22,193.04,74.84268,Arkansas,USA,4,55,3.6,1,0.6,1.7,0.01,0.079,0.144,0.519,0.08,2021-22,1.517981
Isaiah Jackson,IND,20,208.28,92.98636,Kentucky,USA,2,36,8.3,4.1,0.3,-2.8,0.109,0.157,0.214,0.607,0.027,2021-22,2.45124
Isaiah Hartenstein,LAC,24,213.36,113.398,,Germany,4,68,8.3,4.9,2.4,7,0.097,0.158,0.177,0.664,0.193,2021-22,1.7292169999999998
Isaac Okoro,CLE,21,195.58,102.0582,Auburn,USA,1,67,8.8,3,1.8,3.1,0.037,0.065,0.123,0.589,0.083,2021-22,6.72072
Isaac Bonga,TOR,22,203.2,81.64656,,Germany,3,15,0.8,0.5,0.3,-22.6,0.043,0.038,0.108,0.363,0.089,2021-22,1.7292169999999998
Isaiah Roby,OKC,24,203.2,104.32616,Nebraska-Lincoln,USA,4,45,10.1,4.8,1.6,-8.8,0.074,0.145,0.185,0.607,0.117,2021-22,1.782621
Immanuel Quickley,NYK,23,190.5,86.18248,Kentucky,USA,2,78,11.3,3.2,3.5,6.6,0.017,0.114,0.217,0.543,0.244,2021-22,2.21064
Haywood Highsmith,MIA,25,193.04,99.79024,Wheeling Jesuit,USA,5,19,2.3,1.4,0.3,-8.5,0.056,0.097,0.131,0.446,0.052,2021-22,0.547701
Hassan Whiteside,UTA,33,213.36,120.20188,Marshall,USA,3,65,8.2,7.6,0.4,10.1,0.142,0.275,0.164,0.662,0.031,2021-22,2.4015370000000003
Harrison Barnes,SAC,30,203.2,102.0582,North Carolina,USA,1,77,16.4,5.6,2.4,-6.7,0.031,0.135,0.184,0.623,0.103,2021-22,20.284091
Hamidou Diallo,DET,23,195.58,91.625584,Kentucky,USA,4,58,11,4.8,1.3,-7.6,0.049,0.162,0.213,0.541,0.098,2021-22,5.2
Isaiah Stewart,DET,21,203.2,113.398,Washington,USA,2,71,8.3,8.7,1.2,-9.5,0.111,0.217,0.144,0.55,0.07,2021-22,3.27708
Isaiah Todd,WAS,20,205.74,99.336648,,USA,3,12,1.7,1,0.3,-15.6,0.034,0.123,0.188,0.349,0.095,2021-22,1.5
Jahmi'us Ramsey,SAC,21,190.5,86.18248,Texas Tech,USA,4,19,3.2,0.7,0.4,-6,0.027,0.068,0.208,0.468,0.075,2021-22,1.517981
Jae'Sean Tate,HOU,26,193.04,104.32616,Ohio State,USA,5,78,11.8,5.4,2.8,-8.9,0.063,0.135,0.194,0.567,0.171,2021-22,1.517981
Jae Crowder,PHX,31,198.12,106.59412,Marquette,USA,3,67,9.4,5.3,1.9,10.2,0.017,0.16,0.146,0.541,0.08,2021-22,9.7209
Jaden Springer,PHI,19,193.04,91.625584,Tennessee,USA,2,2,1,1,0,-72.4,0.143,0.125,0.118,1,0,2021-22,2.0236799999999997
Jaden McDaniels,MIN,21,205.74,83.91452,Washington,USA,2,70,9.2,4.2,1.1,0.6,0.038,0.115,0.149,0.553,0.063,2021-22,2.06328
Jabari Parker,BOS,27,200.66,111.13004,Duke,USA,1,12,4.4,2.3,0.5,-0.8,0.042,0.18,0.191,0.632,0.094,2021-22,1.168286
Isaiah Thomas,CHA,33,175.26,83.91452,Washington,USA,5,22,8.4,1.3,1.5,-1.3,0.012,0.071,0.245,0.516,0.155,2021-22,0.9109260000000001
JaVale McGee,PHX,34,213.36,122.46984,Nevada-Reno,USA,2,74,9.2,6.7,0.6,5.8,0.134,0.266,0.214,0.651,0.055,2021-22,5
JaMychal Green,DEN,32,203.2,102.965384,Alabama,USA,5,67,6.4,4.2,0.9,-3.5,0.073,0.187,0.168,0.587,0.084,2021-22,8.2
Ja Morant,MEM,22,190.5,78.925008,Murray State,USA,1,57,27.4,5.7,6.7,4.1,0.037,0.124,0.33,0.575,0.33,2021-22,9.60336
JT Thor,CHA,19,205.74,92.079176,Auburn,USA,3,33,2,1.3,0.6,0.3,0.04,0.111,0.116,0.525,0.097,2021-22,1.25
Ivica Zubac,LAC,25,213.36,108.86208,,Croatia,3,76,10.3,8.5,1.6,-3.5,0.115,0.223,0.168,0.66,0.097,2021-22,7.518518
Denzel Valentine,UTA,28,193.04,99.79024,Michigan State,USA,1,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074,2021-22,1.005633
Charles Bassey,PHI,21,205.74,104.32616,Western Kentucky,Nigeria,4,23,3,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07,2021-22,0.925258
Chandler Hutchison,PHX,26,198.12,95.25432,Boise State,USA,2,6,0.7,0.8,0.3,27.3,0,0.167,0.111,0.694,0.105,2021-22,4.224186
Cedi Osman,CLE,27,200.66,104.32616,,Turkey,3,66,10.7,2.2,2,-1.8,0.017,0.08,0.206,0.563,0.144,2021-22,8.133334000000001
Cassius Winston,WAS,24,185.42,83.91452,Michigan State,USA,4,7,2,0.1,1,-3.4,0,0.027,0.184,0.549,0.28,2021-22,0.462629
Carsen Edwards,DET,24,180.34,90.7184,Purdue,USA,3,4,5.8,1.5,3.5,-5.9,0.022,0.044,0.179,0.378,0.25,2021-22,1.859365
Carmelo Anthony,LAL,38,200.66,107.954896,Syracuse,USA,1,69,13.3,4.2,1,-2.9,0.034,0.116,0.195,0.579,0.056,2021-22,2.6416910000000002
Caris LeVert,CLE,27,198.12,92.98636,Michigan,USA,2,58,17,3.7,4.3,-1.8,0.024,0.097,0.252,0.525,0.219,2021-22,17.5
Cameron Payne,PHX,27,185.42,83.007336,Murray State,USA,1,58,10.8,3,4.9,6.3,0.018,0.109,0.235,0.5,0.318,2021-22,6.5
Cameron Johnson,PHX,26,203.2,95.25432,North Carolina,USA,1,66,12.5,4.1,1.5,6.2,0.023,0.123,0.167,0.625,0.079,2021-22,4.436999999999999
Cam Thomas,BKN,20,190.5,95.25432,Louisiana State,Japan,2,67,8.5,2.4,1.2,-6.4,0.013,0.118,0.212,0.519,0.102,2021-22,2.03628
Cam Reddish,NYK,22,203.2,98.429464,Duke,USA,1,49,10.1,2.1,1,-9.8,0.023,0.075,0.213,0.543,0.078,2021-22,4.67016
Brook Lopez,MIL,34,213.36,127.912944,Stanford,USA,1,13,12.4,4.1,0.5,-1.4,0.058,0.108,0.211,0.57,0.03,2021-22,13.302325
Bruce Brown,BKN,25,193.04,91.625584,Miami,USA,3,72,9,4.8,2.1,-0.3,0.056,0.13,0.146,0.575,0.114,2021-22,4.736102000000001
Bruno Fernando,HOU,23,205.74,108.86208,Maryland,Angola,3,30,2.9,1.8,0.2,-10.1,0.102,0.223,0.197,0.671,0.082,2021-22,1.782621
Buddy Hield,IND,29,193.04,99.79024,Oklahoma,Bahamas,1,81,15.6,4.4,2.8,-3.6,0.025,0.114,0.214,0.548,0.135,2021-22,23.073234
CJ Elleby,POR,22,198.12,90.7184,Washington State,USA,4,58,5.8,3.9,1.5,-14.3,0.052,0.141,0.143,0.491,0.109,2021-22,1.517981
CJ McCollum,NOP,30,190.5,86.18248,Lehigh,USA,1,62,22.1,4.3,5.1,-1.9,0.024,0.101,0.269,0.553,0.238,2021-22,30.864198
Cade Cunningham,DET,20,198.12,99.79024,Oklahoma State,USA,1,64,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283,2021-22,10.05012
Caleb Martin,MIA,26,195.58,92.98636,Nevada-Reno,USA,5,60,9.2,3.8,1.1,5.7,0.054,0.114,0.158,0.611,0.068,2021-22,0.8440110000000001
Bryn Forbes,DEN,28,187.96,92.98636,Michigan State,USA,5,75,8.8,1.2,1,-0.5,0.007,0.063,0.201,0.574,0.086,2021-22,4.5
Chimezie Metu,SAC,25,205.74,102.0582,Southern California,USA,4,60,8.9,5.6,1,-5.7,0.027,0.227,0.184,0.546,0.071,2021-22,1.7627960000000003
Chris Boucher,TOR,29,205.74,90.7184,Oregon,Saint Lucia,5,80,9.4,6.2,0.3,5.3,0.095,0.183,0.172,0.57,0.022,2021-22,7.0200000000000005
Daishen Nix,HOU,20,193.04,102.511792,,USA,5,24,3.2,1.4,1.7,-6.6,0.026,0.103,0.167,0.48,0.208,2021-22,0.923078
Dalano Banton,TOR,22,200.66,92.532768,Nebraska,Canada,4,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.463,0.197,2021-22,0.925258
Damian Jones,SAC,27,210.82,111.13004,Vanderbilt,USA,3,56,8.1,4.4,1.2,-6.8,0.074,0.164,0.163,0.701,0.106,2021-22,1.9770109999999999
Damian Lillard,POR,31,187.96,88.45044,Weber State,USA,1,29,24,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321,2021-22,39.3449
Damion Lee,GSW,29,195.58,95.25432,Drexel,USA,5,63,7.4,3.2,1,2.8,0.022,0.136,0.156,0.561,0.072,2021-22,1.91086
Daniel Gafford,WAS,23,205.74,106.140528,Arkansas,USA,3,72,9.4,5.7,0.9,-6.9,0.107,0.169,0.16,0.708,0.071,2021-22,1.782621
Daniel Oturu,TOR,22,203.2,108.86208,Minnesota,USA,3,3,3,1.7,0,-36.8,0.036,0.148,0.125,0.549,0,2021-22,1.603559
Daniel Theis,BOS,30,205.74,111.13004,,Germany,5,47,8.2,4.9,0.9,-3.9,0.061,0.159,0.162,0.595,0.068,2021-22,8.280351
Danilo Gallinari,ATL,33,208.28,107.047712,,Italy,1,66,11.7,4.7,1.5,3.4,0.021,0.161,0.182,0.579,0.086,2021-22,20.475
Danny Green,PHI,35,198.12,97.52228,North Carolina,USA,4,62,5.9,2.5,1,3,0.025,0.091,0.121,0.561,0.065,2021-22,10
Brandon Ingram,NOP,24,203.2,86.18248,Duke,USA,1,55,22.7,5.8,5.6,3.3,0.019,0.152,0.291,0.554,0.268,2021-22,29.4678
Chris Duarte,IND,25,195.58,86.18248,Oregon,Dominican Republic,1,55,13.1,4.1,2.1,-2,0.026,0.117,0.207,0.537,0.11,2021-22,3.7494
Chris Paul,PHX,37,182.88,79.3786,Wake Forest,USA,1,65,14.7,4.4,10.8,10,0.011,0.113,0.197,0.581,0.434,2021-22,30.8
Chris Silva,MIA,25,203.2,106.140528,South Carolina,Gabon,5,10,2.6,3.6,0.7,-16.1,0.127,0.274,0.123,0.641,0.13,2021-22,0.47965
Christian Wood,HOU,26,205.74,97.068688,UNLV,USA,5,68,17.9,10.1,2.3,-9.1,0.051,0.265,0.233,0.595,0.124,2021-22,13.666667
Chuma Okeke,ORL,23,198.12,103.872568,Auburn,USA,2,70,8.6,5,1.7,-8.8,0.024,0.165,0.159,0.501,0.104,2021-22,3.27708
D'Angelo Russell,MIN,26,193.04,87.543256,Ohio State,USA,1,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32,2021-22,30.0135
Clint Capela,ATL,28,208.28,116.119552,,Switzerland,2,74,11.1,11.9,1.2,3.3,0.133,0.284,0.149,0.604,0.062,2021-22,17.603448
Cody Martin,CHA,26,198.12,92.98636,Nevada-Reno,USA,3,71,7.7,4,2.5,0.1,0.043,0.108,0.12,0.579,0.124,2021-22,1.782621
Cody Zeller,POR,29,210.82,108.86208,Indiana,USA,1,27,5.2,4.6,0.8,-2.1,0.128,0.212,0.153,0.627,0.087,2021-22,2.389641
Cole Anthony,ORL,22,190.5,83.91452,North Carolina,USA,2,65,16.3,5.4,5.7,-5.4,0.015,0.145,0.245,0.519,0.281,2021-22,3.4494
Collin Sexton,CLE,23,185.42,86.18248,Alabama,USA,1,11,16,3.3,2.1,-5.8,0.041,0.066,0.264,0.523,0.125,2021-22,6.349671
Corey Kispert,WAS,23,198.12,101.604608,Gonzaga,USA,2,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064,2021-22,3.3836399999999998
Cory Joseph,DET,30,190.5,90.7184,Texas-Austin,Canada,3,65,8,2.7,3.6,-6.4,0.017,0.092,0.141,0.579,0.22,2021-22,7.31
Coby White,CHI,22,193.04,88.45044,North Carolina,USA,1,61,12.7,3,2.9,-1.2,0.011,0.099,0.195,0.564,0.147,2021-22,5.83776
Brandon Clarke,MEM,25,203.2,97.52228,Gonzaga,Canada,2,64,10.4,5.3,1.3,7.5,0.099,0.148,0.171,0.66,0.101,2021-22,2.72688
David Nwaba,HOU,29,195.58,99.336648,Cal Poly,USA,5,46,5.1,3.3,0.8,-9,0.061,0.179,0.15,0.567,0.085,2021-22,4.65
David Johnson,TOR,21,193.04,92.079176,Louisville,USA,4,2,0,0,0,-75,0,0,0.143,0,0,2021-22,0.462629
Aaron Gordon,DEN,26,203.2,106.59412,Arizona,USA,1,75,15,5.9,2.5,6.2,0.057,0.129,0.194,0.602,0.109,2021-22,16.409091
Davion Mitchell,SAC,23,182.88,91.625584,Baylor,USA,1,75,11.5,2.2,4.2,-6,0.015,0.062,0.202,0.489,0.235,2021-22,4.603199999999999
Aaron Holiday,PHX,25,182.88,83.91452,UCLA,USA,2,63,6.3,1.9,2.4,-1.4,0.023,0.092,0.182,0.544,0.223,2021-22,3.9805509999999997
Aaron Wiggins,OKC,23,193.04,86.18248,Maryland,USA,4,50,8.3,3.6,1.4,-8.1,0.04,0.098,0.149,0.556,0.083,2021-22,1.305761
Abdel Nader,PHX,28,195.58,102.0582,Iowa State,Egypt,5,14,2.4,1.9,0.5,-0.9,0.026,0.145,0.139,0.431,0.065,2021-22,2
Admiral Schofield,ORL,25,195.58,109.315672,Tennessee,United Kingdom,3,38,3.8,2.3,0.7,-13.5,0.033,0.146,0.143,0.538,0.084,2021-22,0.723741
Al Horford,BOS,36,205.74,108.86208,Florida,Dominican Republic,1,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159,2021-22,27
Aaron Nesmith,BOS,22,195.58,97.52228,Vanderbilt,USA,1,52,3.8,1.7,0.4,3,0.025,0.117,0.164,0.507,0.057,2021-22,3.6311999999999998
Alec Burks,NYK,30,198.12,97.068688,Colorado,USA,1,81,11.7,4.9,3,2.3,0.019,0.148,0.171,0.559,0.158,2021-22,9.536
Davis Bertans,DAL,29,208.28,102.0582,,Latvia,3,56,5.6,2.1,0.6,1,0.014,0.127,0.165,0.531,0.054,2021-22,16
Day'Ron Sharpe,BKN,20,205.74,120.20188,North Carolina,USA,3,32,6.2,5,0.5,6.9,0.197,0.198,0.205,0.593,0.062,2021-22,2.00916
Deni Avdija,WAS,21,205.74,95.25432,,Israel,1,82,8.4,5.2,2,-1,0.027,0.182,0.158,0.536,0.117,2021-22,4.69284
Delon Wright,ATL,30,195.58,83.91452,Utah,USA,2,77,4.4,2.9,2.4,2.8,0.035,0.116,0.101,0.576,0.178,2021-22,8.526316
Dejounte Murray,SAS,25,193.04,81.64656,Washington,USA,3,68,21.1,8.3,9.2,1.9,0.031,0.196,0.268,0.533,0.388,2021-22,15.428880000000001
Deividas Sirvydis,DET,22,203.2,86.18248,,Lithuania,3,3,1,2,0.3,-42.3,0,0.2,0.149,0.15,0.063,2021-22,1.603559
Deandre Ayton,PHX,23,210.82,113.398,Arizona,Bahamas,1,58,17.2,10.2,1.4,9.6,0.093,0.241,0.217,0.656,0.071,2021-22,12.63295
Dean Wade,CLE,25,205.74,103.418976,Kansas State,USA,5,51,5.3,2.9,1,2,0.031,0.12,0.107,0.584,0.077,2021-22,1.782621
Davon Reed,DEN,27,195.58,93.439952,Miami,USA,3,48,4.4,2.3,1.1,0.3,0.021,0.14,0.117,0.624,0.115,2021-22,0.5323979999999999
DeMarcus Cousins,DEN,31,208.28,122.46984,Kentucky,USA,1,48,9,5.6,1.5,2.2,0.103,0.281,0.267,0.567,0.153,2021-22,2.038942
DeAndre Jordan,PHI,33,210.82,120.20188,Texas A&M,USA,3,48,4.3,5.5,0.4,-10.8,0.127,0.262,0.132,0.641,0.051,2021-22,11.109327
De'Anthony Melton,MEM,24,187.96,90.7184,Southern California,USA,4,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157,2021-22,8.805976
De'Andre Hunter,ATL,24,203.2,100.243832,Virginia,USA,1,53,13.4,3.3,1.3,0.7,0.016,0.093,0.194,0.547,0.06,2021-22,7.7754
De'Aaron Fox,SAC,24,190.5,83.91452,Kentucky,USA,1,59,23.2,3.9,5.6,-4.4,0.012,0.096,0.284,0.549,0.254,2021-22,28.103500000000004
DeMar DeRozan,CHI,32,198.12,99.79024,Southern California,USA,1,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,2021-22,26
Alex Caruso,CHI,28,195.58,84.368112,Texas A&M,USA,5,41,7.4,3.6,4,5.1,0.029,0.101,0.13,0.528,0.194,2021-22,8.6
Ayo Dosunmu,CHI,22,193.04,90.7184,Illinois,USA,3,77,8.8,2.8,3.3,-5,0.013,0.09,0.138,0.596,0.164,2021-22,0.925258
Bam Adebayo,MIA,24,205.74,115.66596,Kentucky,USA,1,56,19.1,10.1,3.4,8.1,0.08,0.234,0.248,0.608,0.172,2021-22,28.103500000000004
Ben McLemore,POR,29,190.5,88.45044,Kansas,USA,1,64,10.2,1.6,0.9,-13.1,0.009,0.072,0.207,0.567,0.077,2021-22,2.389641
Bismack Biyombo,PHX,29,203.2,115.66596,,DRC,1,36,5.8,4.6,0.6,5.6,0.117,0.207,0.167,0.596,0.064,2021-22,1.518213
Blake Griffin,BKN,33,205.74,113.398,Oklahoma,USA,1,56,6.4,4.1,1.9,-4.7,0.061,0.169,0.167,0.518,0.157,2021-22,32.405817
Avery Bradley,LAL,31,190.5,81.64656,Texas-Austin,USA,2,62,6.4,2.2,0.8,-5.8,0.021,0.073,0.119,0.55,0.046,2021-22,2.6416910000000002
Boban Marjanovic,DAL,33,220.98,131.54168,,Serbia,5,23,4.3,1.7,0.1,12.8,0.066,0.228,0.311,0.615,0.044,2021-22,3.5
Bogdan Bogdanovic,ATL,29,198.12,102.0582,,Serbia,2,63,15.1,4,3.1,4.5,0.016,0.116,0.212,0.562,0.152,2021-22,18
Bojan Bogdanovic,UTA,33,200.66,102.511792,,Croatia,3,69,18.1,4.3,1.7,4.8,0.027,0.106,0.232,0.599,0.086,2021-22,18.7
Bol Bol,ORL,22,218.44,99.79024,Oregon,Sudan,4,14,2.4,1.4,0.4,0.5,0.049,0.211,0.16,0.565,0.102,2021-22,2.161152
Bones Hyland,DEN,21,187.96,76.657048,Virginia Commonwealth,USA,2,69,10.1,2.7,2.8,1.7,0.011,0.133,0.231,0.558,0.22,2021-22,2.09688
Brad Wanamaker,WAS,32,190.5,95.25432,Pittsburgh,USA,5,23,3.6,1.7,2.4,-6.4,0.018,0.107,0.146,0.472,0.243,2021-22,0.8149179999999999
Bradley Beal,WAS,29,193.04,93.893544,Florida,USA,1,40,23.2,4.7,6.6,-3.5,0.026,0.099,0.297,0.539,0.309,2021-22,33.7242
Bobby Portis,MIL,27,208.28,113.398,Arkansas,USA,2,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.571,0.061,2021-22,4.3476
Austin Rivers,DEN,29,193.04,90.7184,Duke,USA,1,67,6,1.7,1.3,1.9,0.014,0.063,0.123,0.546,0.082,2021-22,2.4015370000000003
Alex Len,SAC,29,213.36,113.398,Maryland,Ukraine,1,39,6,4.1,1.2,-5.5,0.076,0.168,0.165,0.577,0.104,2021-22,3.732
Alfonzo McKinnie,CHI,29,200.66,97.52228,Wisc.-Green Bay,USA,5,17,3.5,1.9,0.3,-12.9,0.059,0.115,0.148,0.457,0.034,2021-22,1.090007
Alize Johnson,NOP,26,203.2,96.161504,Missouri State,USA,4,23,1.8,2.7,0.4,-10.6,0.156,0.202,0.14,0.463,0.08,2021-22,1.00374
Alperen Sengun,HOU,19,208.28,110.222856,,Turkey,2,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193,2021-22,3.21468
Amir Coffey,LAC,25,200.66,95.25432,Minnesota,USA,5,69,9,2.9,1.8,-0.9,0.017,0.102,0.154,0.598,0.112,2021-22,0.573576
Andre Drummond,BKN,28,208.28,126.552168,Connecticut,USA,1,73,7.9,9.3,1.8,2.4,0.155,0.305,0.181,0.574,0.13,2021-22,2.4015370000000003
Austin Reaves,LAL,24,195.58,89.357624,Oklahoma,USA,5,61,7.3,3.2,1.8,1.8,0.031,0.099,0.121,0.6,0.101,2021-22,0.925258
Andre Iguodala,GSW,38,198.12,97.52228,Arizona,USA,1,31,4,3.2,3.7,8.7,0.035,0.117,0.113,0.478,0.263,2021-22,2.6416910000000002
Anfernee Simons,POR,23,190.5,82.100152,,USA,2,57,17.3,2.6,3.9,-2.5,0.015,0.075,0.244,0.583,0.219,2021-22,3.938818
Anthony Davis,LAL,29,208.28,114.758776,Kentucky,USA,1,40,23.2,9.9,3.1,-3,0.072,0.196,0.263,0.578,0.147,2021-22,35.361360000000005
Anthony Edwards,MIN,20,193.04,102.0582,Georgia,USA,1,72,21.3,4.8,3.8,4,0.023,0.113,0.262,0.56,0.173,2021-22,10.24548
Anthony Gill,WAS,29,200.66,104.32616,Virginia,USA,5,44,4.1,1.9,0.6,5.8,0.075,0.112,0.138,0.682,0.08,2021-22,1.517981
